Dataset,Generator,Feature,Metric,Value,Mean,Std,Experiment,SourceFile
6. Wine dataset,CTABGAN,alcohol,JS_Divergence,0.036399,0.036399,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,pH,JS_Divergence,0.027727,0.027727,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,chlorides,JS_Divergence,0.02666,0.02666,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,total_sulfur_dioxide,JS_Divergence,0.025993,0.025993,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,sulphates,JS_Divergence,0.021082,0.021082,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,free_sulfur_dioxide,JS_Divergence,0.014873,0.014873,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,volatile_acidity,JS_Divergence,0.012458,0.012458,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,CTABGAN,residual_sugar,JS_Divergence,0.012028,0.012028,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,residual_sugar,JS_Divergence,0.21344,0.21344,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,chlorides,JS_Divergence,0.188837,0.188837,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,sulphates,JS_Divergence,0.124762,0.124762,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,total_sulfur_dioxide,JS_Divergence,0.105694,0.105694,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,volatile_acidity,JS_Divergence,0.09595,0.09595,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,citric_acid,JS_Divergence,0.0948,0.0948,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,fixed_acidity,JS_Divergence,0.061153,0.061153,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,alcohol,JS_Divergence,0.054582,0.054582,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,WGAN_GP,density,JS_Divergence,0.045311,0.045311,,feature_fidelity,Generators/Other GANS/6. Winequality_other GAN.ipynb
6. Wine dataset,TabDDPM,citric_acid,KS_Complement,0.872,0.872,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,fixed_acidity,KS_Complement,0.854,0.854,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,pH,KS_Complement,0.854,0.854,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,sulphates,KS_Complement,0.854,0.854,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,chlorides,KS_Complement,0.848,0.848,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,residual_sugar,KS_Complement,0.838,0.838,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,volatile_acidity,KS_Complement,0.83,0.83,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,free_sulfur_dioxide,KS_Complement,0.824,0.824,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,total_sulfur_dioxide,KS_Complement,0.817,0.817,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,alcohol,KS_Complement,0.796,0.796,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,density,KS_Complement,0.749,0.749,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,quality,KS_Complement,6e-09,6e-09,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,total_sulfur_dioxide,KS_Complement,0.958,0.958,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,density,KS_Complement,0.955,0.955,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,fixed_acidity,KS_Complement,0.943,0.943,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,free_sulfur_dioxide,KS_Complement,0.938,0.938,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,alcohol,KS_Complement,0.938,0.938,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,sulphates,KS_Complement,0.935,0.935,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,pH,KS_Complement,0.934,0.934,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,volatile_acidity,KS_Complement,0.931,0.931,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,density,JS_Divergence,0.172998,0.172998,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,chlorides,JS_Divergence,0.157956,0.157956,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,pH,JS_Divergence,0.157036,0.157036,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,alcohol,JS_Divergence,0.156063,0.156063,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,free_sulfur_dioxide,JS_Divergence,0.1548,0.1548,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,sulphates,JS_Divergence,0.153292,0.153292,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,volatile_acidity,JS_Divergence,0.134034,0.134034,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,fixed_acidity,JS_Divergence,0.130371,0.130371,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,citric_acid,JS_Divergence,0.109043,0.109043,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,total_sulfur_dioxide,JS_Divergence,0.100831,0.100831,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,TabDDPM,residual_sugar,JS_Divergence,0.071153,0.071153,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,chlorides,JS_Divergence,0.032906,0.032906,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,citric_acid,JS_Divergence,0.032175,0.032175,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,sulphates,JS_Divergence,0.029636,0.029636,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,free_sulfur_dioxide,JS_Divergence,0.028607,0.028607,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,volatile_acidity,JS_Divergence,0.023712,0.023712,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,fixed_acidity,JS_Divergence,0.02324,0.02324,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,total_sulfur_dioxide,JS_Divergence,0.018327,0.018327,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,pH,JS_Divergence,0.017461,0.017461,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
6. Wine dataset,ForestDiffusion,alcohol,JS_Divergence,0.016254,0.016254,,feature_fidelity,Generators/Diffusion GANs/6. Winequality_diffusion.ipynb
7. CDC diabetes dataset,CTGAN,DiffWalk,KS_Complement,0.9984,0.9984,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Fruits,KS_Complement,0.989,0.989,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,NoDocbcCost,KS_Complement,0.985,0.985,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Stroke,KS_Complement,0.9838,0.9838,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Diabetes_binary,KS_Complement,0.9809,0.9809,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,AnyHealthcare,KS_Complement,0.959,0.959,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Veggies,KS_Complement,0.9415,0.9415,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Sex,KS_Complement,0.9389,0.9389,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,HeartDiseaseorAttack,KS_Complement,0.9387,0.9387,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Smoker,KS_Complement,0.922,0.922,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,CholCheck,KS_Complement,0.921,0.921,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,PhysActivity,KS_Complement,0.9186,0.9186,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,HvyAlcoholConsump,KS_Complement,0.9097,0.9097,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Income,KS_Complement,0.8902,0.8902,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,BMI,KS_Complement,0.8852,0.8852,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Age,KS_Complement,0.8794,0.8794,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,MentHlth,KS_Complement,0.8605,0.8605,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Education,KS_Complement,0.8503,0.8503,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,HighChol,KS_Complement,0.811,0.811,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,PhysHlth,KS_Complement,0.8093,0.8093,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,PhysHlth,JS_Divergence,0.07833,0.07833,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,GenHlth,JS_Divergence,0.053374,0.053374,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,HighBP,JS_Divergence,0.027619,0.027619,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,HighChol,JS_Divergence,0.02596,0.02596,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,BMI,JS_Divergence,0.024148,0.024148,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Age,JS_Divergence,0.023873,0.023873,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Income,JS_Divergence,0.021443,0.021443,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Education,JS_Divergence,0.018302,0.018302,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,PhysActivity,JS_Divergence,0.005817,0.005817,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Smoker,JS_Divergence,0.004396,0.004396,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Sex,JS_Divergence,0.00277,0.00277,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Fruits,JS_Divergence,9.3e-05,9.3e-05,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,DiffWalk,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,HeartDiseaseorAttack,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,CholCheck,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Stroke,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Diabetes_binary,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,Veggies,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,AnyHealthcare,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTGAN,NoDocbcCost,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/SDV models/7. Heart.ipynb
7. CDC diabetes dataset,CTABGAN,DiffWalk,KS_Complement,0.99,0.99,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Sex,KS_Complement,0.989,0.989,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,AnyHealthcare,KS_Complement,0.988,0.988,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Age,KS_Complement,0.976,0.976,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Stroke,KS_Complement,0.941,0.941,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,CholCheck,KS_Complement,0.94,0.94,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,BMI,KS_Complement,0.918,0.918,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Veggies,KS_Complement,0.907,0.907,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HighBP,KS_Complement,0.895,0.895,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Income,KS_Complement,0.883,0.883,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,GenHlth,KS_Complement,0.875,0.875,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HighChol,KS_Complement,0.863,0.863,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,PhysActivity,KS_Complement,0.855,0.855,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Smoker,KS_Complement,0.811,0.811,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Fruits,KS_Complement,0.808,0.808,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,MentHlth,KS_Complement,0.794,0.794,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HvyAlcoholConsump,KS_Complement,0.757,0.757,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,PhysHlth,KS_Complement,0.731,0.731,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Education,KS_Complement,0.623,0.623,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HeartDiseaseorAttack,KS_Complement,0.1,0.1,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,NoDocbcCost,JS_Divergence,0.779689,0.779689,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HeartDiseaseorAttack,JS_Divergence,0.738201,0.738201,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,PhysHlth,JS_Divergence,0.197104,0.197104,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,MentHlth,JS_Divergence,0.194006,0.194006,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Education,JS_Divergence,0.152357,0.152357,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,BMI,JS_Divergence,0.042501,0.042501,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Fruits,JS_Divergence,0.034051,0.034051,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,GenHlth,JS_Divergence,0.027786,0.027786,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Smoker,JS_Divergence,0.026294,0.026294,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Income,JS_Divergence,0.018867,0.018867,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,PhysActivity,JS_Divergence,0.01777,0.01777,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HighChol,JS_Divergence,0.01364,0.01364,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Age,JS_Divergence,0.0084,0.0084,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HighBP,JS_Divergence,0.007982,0.007982,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Sex,JS_Divergence,8.9e-05,8.9e-05,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,AnyHealthcare,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Stroke,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,CholCheck,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,Veggies,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,CTABGAN,HvyAlcoholConsump,JS_Divergence,0.0,0.0,,feature_fidelity,Generators/Other GANS/7_CDC_diabetes_other_GAN.ipynb
7. CDC diabetes dataset,TabDDPM,HighChol,KS_Complement,0.993,0.993,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,AnyHealthcare,KS_Complement,0.968,0.968,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,Smoker,KS_Complement,0.931,0.931,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,PhysActivity,KS_Complement,0.928,0.928,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,Veggies,KS_Complement,0.921,0.921,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,NoDocbcCost,KS_Complement,0.918,0.918,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,HvyAlcoholConsump,KS_Complement,0.903,0.903,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,CholCheck,KS_Complement,0.902,0.902,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
7. CDC diabetes dataset,TabDDPM,DiffWalk,KS_Complement,0.879,0.879,,feature_fidelity,Generators/Diffusion GANs/7_CDC_diabetes_diffusion.ipynb
